Name,SKU,Barcode,Description,Category,Brand,Unit,Supplier,Cost Price,Selling Price,MRP,Quantity,Reorder Level,Max Stock Level,Location,GST Rate,Active
India Gate Product Deluxe Pack of 5 - SLGR,DAI-INDGATE-012097654,8907866532404,Premium India Gate Product Deluxe Pack of 5 - SLGR with excellent quality and taste.,Dairy,India Gate,Kilogram,Bangalore Fresh Produce,29,41,45,28,20,100,,5,Yes
Johnson & Johnson Product Organic Family Pack - J1MZ,DAI-JJ-012132568,8906831711993,Quality Johnson & Johnson Product Organic Family Pack - J1MZ from Johnson & Johnson. Trusted by Indian families.,Dairy,Johnson & Johnson,Gram,Ahmedabad Snack Mills,32,46,51,27,20,100,,5,Yes
Tata Sampann Product Special 500ml - NHUX,DAI-TATAS-012163724,8909668377072,Quality Tata Sampann Product Special 500ml - NHUX from Tata Sampann. Trusted by Indian families.,Dairy,Tata Sampann,Dozen,Mumbai FMCG Distributors,40,57,63,18,20,100,,5,Yes
Aashirvaad Product Classic Pack of 5 - 8XR5,DAI-AASHI-012197673,8903383052278,Fresh Aashirvaad Product Classic Pack of 5 - 8XR5 at best prices. Perfect for daily use.,Dairy,Aashirvaad,Box,Delhi Wholesale Market,37,53,58,60,20,100,,5,Yes
Parle Product Natural Pack of 5 - ZSWP,DAI-PARLE-012234491,8909367513728,Quality Parle Product Natural Pack of 5 - ZSWP from Parle. Trusted by Indian families.,Dairy,Parle,Pack,Chennai Spice House,55,78,86,59,20,100,,5,Yes
Fortune Product Deluxe - GHIJ,DAI-FORT-012272129,8902745721001,Quality Fortune Product Deluxe - GHIJ from Fortune. Trusted by Indian families.,Dairy,Fortune,Millilitre,Ahmedabad Snack Mills,31,45,50,60,20,100,,5,Yes
Whiskas Product Special 1kg - 5RFN,DAI-WHISK-012310407,8902256013137,Premium Whiskas Product Special 1kg - 5RFN with excellent quality and taste.,Dairy,Whiskas,Box,Delhi Wholesale Market,41,59,65,27,20,100,,5,Yes
Tata Sampann Product Organic - 1MUW,DAI-TATAS-012345729,8905128421557,Premium Tata Sampann Product Organic - 1MUW with excellent quality and taste.,Dairy,Tata Sampann,Millilitre,Pune Organic Supplies,54,77,85,79,20,100,,5,Yes
Nirma Product Economy 250g - 0CEZ,DAI-NIRMA-012382516,8902363566819,Quality Nirma Product Economy 250g - 0CEZ from Nirma. Trusted by Indian families.,Dairy,Nirma,Kilogram,Chennai Spice House,30,43,47,36,20,100,,5,Yes
Coca Cola Product Deluxe 500ml - E6X0,DAI-COKE-012418374,8902945340450,Premium Coca Cola Product Deluxe 500ml - E6X0 with excellent quality and taste.,Dairy,Coca Cola,Box,Kolkata Trading Company,29,42,46,73,20,100,,5,Yes
Marico Product Premium 1kg - 5IOF,DAI-MARICO-012457710,8906835064952,Quality Marico Product Premium 1kg - 5IOF from Marico. Trusted by Indian families.,Dairy,Marico,Litre,Ahmedabad Snack Mills,37,53,58,31,20,100,,5,Yes
Procter & Gamble Product Super 200ml - ELU7,DAI-PG-012496267,8906598152324,Quality Procter & Gamble Product Super 200ml - ELU7 from Procter & Gamble. Trusted by Indian families.,Dairy,Procter & Gamble,Litre,Ahmedabad Snack Mills,33,47,52,20,20,100,,5,Yes
Coca Cola Product Natural 200ml - HTLQ,DAI-COKE-012531726,8906697255054,Fresh Coca Cola Product Natural 200ml - HTLQ at best prices. Perfect for daily use.,Dairy,Coca Cola,Gram,Hyderabad Dairy Co-op,35,50,55,85,20,100,,5,Yes
Vadilal Product Special 1L - ELLR,DAI-VADIL-012564807,8908619810919,Fresh Vadilal Product Special 1L - ELLR at best prices. Perfect for daily use.,Dairy,Vadilal,Pack,Bangalore Fresh Produce,34,49,54,55,20,100,,5,Yes
Maggi Product Super Pack of 2 - EYZR,DAI-MAGGI-012598674,8903520557464,Quality Maggi Product Super Pack of 2 - EYZR from Maggi. Trusted by Indian families.,Dairy,Maggi,Gram,Ahmedabad Snack Mills,35,50,55,77,20,100,,5,Yes
PepsiCo Product Super 250g - NIHY,DAI-PEPSI-012635403,8904055988298,Premium PepsiCo Product Super 250g - NIHY with excellent quality and taste.,Dairy,PepsiCo,Pack,Bangalore Fresh Produce,36,51,56,38,20,100,,5,Yes
Parle Product Deluxe 500ml - 9IY6,DAI-PARLE-012671898,8908192058512,Quality Parle Product Deluxe 500ml - 9IY6 from Parle. Trusted by Indian families.,Dairy,Parle,Kilogram,Kolkata Trading Company,39,55,61,46,20,100,,5,Yes
Kelloggs Product Fresh - 75UW,DAI-KELLO-012705308,8904591725520,Fresh Kelloggs Product Fresh - 75UW at best prices. Perfect for daily use.,Dairy,Kelloggs,Pieces,Delhi Wholesale Market,34,48,53,53,20,100,,5,Yes
Patanjali Product Special 200ml - WQM8,DAI-PATAN-012739454,8905503951000,Fresh Patanjali Product Special 200ml - WQM8 at best prices. Perfect for daily use.,Dairy,Patanjali,Dozen,Ahmedabad Snack Mills,33,47,52,84,20,100,,5,Yes
Marico Product Classic Family Pack - HDWD,DAI-MARICO-012774166,8907996655025,Fresh Marico Product Classic Family Pack - HDWD at best prices. Perfect for daily use.,Dairy,Marico,Millilitre,Delhi Wholesale Market,42,60,66,32,20,100,,5,Yes
Johnson & Johnson Product Natural 500ml - TBGG,DAI-JJ-012812291,8904112652394,Quality Johnson & Johnson Product Natural 500ml - TBGG from Johnson & Johnson. Trusted by Indian families.,Dairy,Johnson & Johnson,Pieces,Pune Organic Supplies,34,49,54,60,20,100,,5,Yes
Coca Cola Product Classic Pack of 2 - LCX4,DAI-COKE-012851745,8903761840248,Premium Coca Cola Product Classic Pack of 2 - LCX4 with excellent quality and taste.,Dairy,Coca Cola,Litre,Kolkata Trading Company,35,50,55,36,20,100,,5,Yes
India Gate Product Natural 200ml - 41TS,DAI-INDGATE-012888732,8907543269417,Premium India Gate Product Natural 200ml - 41TS with excellent quality and taste.,Dairy,India Gate,Litre,Kolkata Trading Company,42,60,66,69,20,100,,5,Yes
Pedigree Product - OWLN,DAI-PEDI-012921564,8905584888751,Fresh Pedigree Product - OWLN at best prices. Perfect for daily use.,Dairy,Pedigree,Box,Bangalore Fresh Produce,37,53,58,91,20,100,,5,Yes
Himalaya Product Premium Pack of 5 - J4WH,DAI-HIMAL-012955438,8907394324329,Fresh Himalaya Product Premium Pack of 5 - J4WH at best prices. Perfect for daily use.,Dairy,Himalaya,Kilogram,Ahmedabad Snack Mills,56,80,88,92,20,100,,5,Yes
India Gate Product 1L - D5LJ,DAI-INDGATE-012989309,8907039795467,Premium India Gate Product 1L - D5LJ with excellent quality and taste.,Dairy,India Gate,Box,Chennai Spice House,37,53,58,54,20,100,,5,Yes
Kissan Product Economy 1L - LIPY,DAI-KISSAN-013023417,8901105117979,Quality Kissan Product Economy 1L - LIPY from Kissan. Trusted by Indian families.,Dairy,Kissan,Pieces,Chennai Spice House,39,56,62,90,20,100,,5,Yes
Kissan Product Super 500g - VYV0,DAI-KISSAN-013061862,8904570745038,Premium Kissan Product Super 500g - VYV0 with excellent quality and taste.,Dairy,Kissan,Millilitre,Kolkata Trading Company,31,45,50,45,20,100,,5,Yes
Bajaj Product 1L - 68MY,DAI-BAJAJ-013099445,8904036466139,Premium Bajaj Product 1L - 68MY with excellent quality and taste.,Dairy,Bajaj,Litre,Kolkata Trading Company,39,55,61,36,20,100,,5,Yes
Procter & Gamble Product Natural 1kg - FYVO,DAI-PG-013135146,8903663975598,Premium Procter & Gamble Product Natural 1kg - FYVO with excellent quality and taste.,Dairy,Procter & Gamble,Kilogram,Kolkata Trading Company,55,79,87,46,20,100,,5,Yes
Godrej Product Fresh 1kg - HVCR,DAI-GODREJ-013174799,8904578469827,Quality Godrej Product Fresh 1kg - HVCR from Godrej. Trusted by Indian families.,Dairy,Godrej,Gram,Delhi Wholesale Market,36,51,56,23,20,100,,5,Yes
Emami Product Super 200ml - M5NL,DAI-EMAMI-013212314,8905022746808,Fresh Emami Product Super 200ml - M5NL at best prices. Perfect for daily use.,Dairy,Emami,Pieces,Kolkata Trading Company,59,85,94,30,20,100,,5,Yes
Bikano Product 1kg - ZRZW,DAI-BIKANO-013246708,8909478136054,Quality Bikano Product 1kg - ZRZW from Bikano. Trusted by Indian families.,Dairy,Bikano,Box,Delhi Wholesale Market,49,70,77,17,20,100,,5,Yes
Godrej Product Natural 250g - KGDX,DAI-GODREJ-013282484,8903485243779,Quality Godrej Product Natural 250g - KGDX from Godrej. Trusted by Indian families.,Dairy,Godrej,Kilogram,Ahmedabad Snack Mills,46,66,73,29,20,100,,5,Yes
Procter & Gamble Product Natural 1L - IIZO,DAI-PG-013321790,8908530032347,Fresh Procter & Gamble Product Natural 1L - IIZO at best prices. Perfect for daily use.,Dairy,Procter & Gamble,Pieces,Ahmedabad Snack Mills,29,41,45,45,20,100,,5,Yes
Fortune Product Super 500ml - ZPNE,DAI-FORT-013356330,8905173325978,Quality Fortune Product Super 500ml - ZPNE from Fortune. Trusted by Indian families.,Dairy,Fortune,Box,Hyderabad Dairy Co-op,37,53,58,62,20,100,,5,Yes
Marico Product Deluxe 250g - TINK,DAI-MARICO-013390251,8902925124874,Premium Marico Product Deluxe 250g - TINK with excellent quality and taste.,Dairy,Marico,Dozen,Chennai Spice House,32,46,51,25,20,100,,5,Yes
Whiskas Product Premium Family Pack - CIRY,DAI-WHISK-013424505,8907431524191,Premium Whiskas Product Premium Family Pack - CIRY with excellent quality and taste.,Dairy,Whiskas,Kilogram,Delhi Wholesale Market,39,56,62,127,20,100,,5,Yes
Mother Dairy Product Special 250g - OQKU,DAI-MOTHER-013459839,8901010861075,Fresh Mother Dairy Product Special 250g - OQKU at best prices. Perfect for daily use.,Dairy,Mother Dairy,Gram,Mumbai FMCG Distributors,32,46,51,11,20,100,,5,Yes
Everest Product Organic Pack of 2 - E8FX,DAI-EVER-013495836,8908502462675,Quality Everest Product Organic Pack of 2 - E8FX from Everest. Trusted by Indian families.,Dairy,Everest,Pieces,Kolkata Trading Company,31,45,50,24,20,100,,5,Yes
Procter & Gamble Product Super Pack of 2 - 5C9O,DAI-PG-013529687,8903598437495,Premium Procter & Gamble Product Super Pack of 2 - 5C9O with excellent quality and taste.,Dairy,Procter & Gamble,Pieces,Ahmedabad Snack Mills,28,40,44,-7,20,100,,5,Yes
India Gate Product Super 250g - DCTX,DAI-INDGATE-013562614,8903663679530,Premium India Gate Product Super 250g - DCTX with excellent quality and taste.,Dairy,India Gate,Pack,Chennai Spice House,31,45,50,23,20,100,,5,Yes
Bikano Product Natural Family Pack - 8KVD,DAI-BIKANO-013595372,8904171390247,Fresh Bikano Product Natural Family Pack - 8KVD at best prices. Perfect for daily use.,Dairy,Bikano,Pack,Hyderabad Dairy Co-op,29,42,46,33,20,100,,5,Yes
Unilever Product Natural Pack of 5 - DANX,DAI-UNIL-013633430,8904825835371,Premium Unilever Product Natural Pack of 5 - DANX with excellent quality and taste.,Dairy,Unilever,Gram,Mumbai FMCG Distributors,40,57,63,71,20,100,,5,Yes
Britannia Product Deluxe 500g - LX7R,DAI-BRIT-013670996,8906330790873,Quality Britannia Product Deluxe 500g - LX7R from Britannia. Trusted by Indian families.,Dairy,Britannia,Pieces,Hyderabad Dairy Co-op,30,43,47,87,20,100,,5,Yes
Nestle Product 250g - 2TOV,DAI-NEST-013706396,8902348055986,Fresh Nestle Product 250g - 2TOV at best prices. Perfect for daily use.,Dairy,Nestle,Dozen,Hyderabad Dairy Co-op,33,47,52,58,20,100,,5,Yes
Kelloggs Product Fresh Pack of 2 - NENT,DAI-KELLO-013748365,8906794648020,Fresh Kelloggs Product Fresh Pack of 2 - NENT at best prices. Perfect for daily use.,Dairy,Kelloggs,Litre,Mumbai FMCG Distributors,39,56,62,67,20,100,,5,Yes
Nestle Product Special Pack of 2 - PYSX,DAI-NEST-013799312,8903324556924,Quality Nestle Product Special Pack of 2 - PYSX from Nestle. Trusted by Indian families.,Dairy,Nestle,Litre,Hyderabad Dairy Co-op,37,53,58,54,20,100,,5,Yes
Dabur Product Super - 4XXK,DAI-DABUR-013847722,8908330880635,Quality Dabur Product Super - 4XXK from Dabur. Trusted by Indian families.,Dairy,Dabur,Millilitre,Ahmedabad Snack Mills,42,60,66,33,20,100,,5,Yes
Haldiram Product Super 500g - VXJU,DAI-HALDI-013902728,8907676952358,Quality Haldiram Product Super 500g - VXJU from Haldiram. Trusted by Indian families.,Dairy,Haldiram,Pack,Bangalore Fresh Produce,37,53,58,18,20,100,,5,Yes
Coca Cola Product Super Family Pack - MVOY,DAI-COKE-013952871,8902464812378,Quality Coca Cola Product Super Family Pack - MVOY from Coca Cola. Trusted by Indian families.,Dairy,Coca Cola,Pieces,Mumbai FMCG Distributors,40,57,63,173,20,100,,5,Yes
Bajaj Product Fresh 1kg - VKTR,DAI-BAJAJ-014012328,8909232131591,Fresh Bajaj Product Fresh 1kg - VKTR at best prices. Perfect for daily use.,Dairy,Bajaj,Kilogram,Delhi Wholesale Market,48,68,75,65,20,100,,5,Yes
Haldiram Product Super 200ml - Z5UL,DAI-HALDI-014074235,8903352372563,Premium Haldiram Product Super 200ml - Z5UL with excellent quality and taste.,Dairy,Haldiram,Dozen,Mumbai FMCG Distributors,37,53,58,76,20,100,,5,Yes
ITC Product Natural 200ml - U16I,DAI-ITC-014127849,8905995873213,Quality ITC Product Natural 200ml - U16I from ITC. Trusted by Indian families.,Dairy,ITC,Litre,Mumbai FMCG Distributors,42,60,66,45,20,100,,5,Yes
Whiskas Product Natural Pack of 2 - BG1B,DAI-WHISK-014172637,8906639857005,Premium Whiskas Product Natural Pack of 2 - BG1B with excellent quality and taste.,Dairy,Whiskas,Gram,Hyderabad Dairy Co-op,59,85,94,33,20,100,,5,Yes
Whiskas Product Organic 500ml - S1EY,DAI-WHISK-014226473,8906821379530,Fresh Whiskas Product Organic 500ml - S1EY at best prices. Perfect for daily use.,Dairy,Whiskas,Pack,Pune Organic Supplies,42,60,66,75,20,100,,5,Yes
Marico Product Deluxe Family Pack - DTBQ,DAI-MARICO-014280750,8903111219318,Quality Marico Product Deluxe Family Pack - DTBQ from Marico. Trusted by Indian families.,Dairy,Marico,Millilitre,Hyderabad Dairy Co-op,37,53,58,82,20,100,,5,Yes
Kissan Product - CDV1,DAI-KISSAN-014323826,8906375865327,Quality Kissan Product - CDV1 from Kissan. Trusted by Indian families.,Dairy,Kissan,Pieces,Bangalore Fresh Produce,31,45,50,74,20,100,,5,Yes
Maggi Product 1L - 6GUH,DAI-MAGGI-014361851,8909622616192,Quality Maggi Product 1L - 6GUH from Maggi. Trusted by Indian families.,Dairy,Maggi,Pack,Chennai Spice House,33,47,52,73,20,100,,5,Yes
PepsiCo Product Special 1L - 0FT6,DAI-PEPSI-014399696,8901862211277,Fresh PepsiCo Product Special 1L - 0FT6 at best prices. Perfect for daily use.,Dairy,PepsiCo,Pack,Chennai Spice House,36,51,56,82,20,100,,5,Yes
Haldiram Product Natural Pack of 5 - RQRG,DAI-HALDI-014440795,8903312726886,Fresh Haldiram Product Natural Pack of 5 - RQRG at best prices. Perfect for daily use.,Dairy,Haldiram,Litre,Delhi Wholesale Market,39,55,61,12,20,100,,5,Yes
Amul Product Economy - IL42,DAI-AMUL-014478554,8908459640791,Fresh Amul Product Economy - IL42 at best prices. Perfect for daily use.,Dairy,Amul,Gram,Bangalore Fresh Produce,30,43,47,30,20,100,,5,Yes
Patanjali Product Organic Pack of 2 - ORTC,DAI-PATAN-014516465,8904823998827,Quality Patanjali Product Organic Pack of 2 - ORTC from Patanjali. Trusted by Indian families.,Dairy,Patanjali,Gram,Ahmedabad Snack Mills,42,60,66,79,20,100,,5,Yes
Vadilal Product Natural 1L - JWAH,DAI-VADIL-014557613,8906192146861,Quality Vadilal Product Natural 1L - JWAH from Vadilal. Trusted by Indian families.,Dairy,Vadilal,Millilitre,Mumbai FMCG Distributors,29,42,46,67,20,100,,5,Yes
Coca Cola Product Deluxe - XWSH,DAI-COKE-014592268,8908987212886,Fresh Coca Cola Product Deluxe - XWSH at best prices. Perfect for daily use.,Dairy,Coca Cola,Litre,Delhi Wholesale Market,28,40,44,0,20,100,,5,Yes
Emami Product 1kg - NLL0,DAI-EMAMI-014628337,8906940678383,Premium Emami Product 1kg - NLL0 with excellent quality and taste.,Dairy,Emami,Gram,Ahmedabad Snack Mills,41,59,65,70,20,100,,5,Yes
Patanjali Product Super 1L - W22A,DAI-PATAN-014666685,8908609113850,Quality Patanjali Product Super 1L - W22A from Patanjali. Trusted by Indian families.,Dairy,Patanjali,Pack,Kolkata Trading Company,49,70,77,92,20,100,,5,Yes
Vadilal Product Super Family Pack - 6QR4,DAI-VADIL-014703827,8909018975078,Quality Vadilal Product Super Family Pack - 6QR4 from Vadilal. Trusted by Indian families.,Dairy,Vadilal,Kilogram,Kolkata Trading Company,34,49,54,21,20,100,,5,Yes
Unilever Product Organic 1kg - ZU04,DAI-UNIL-014739569,8901895254657,Fresh Unilever Product Organic 1kg - ZU04 at best prices. Perfect for daily use.,Dairy,Unilever,Dozen,Kolkata Trading Company,51,73,80,61,20,100,,5,Yes
Coca Cola Product Economy Pack of 5 - ZFBA,DAI-COKE-014775621,8902700599628,Premium Coca Cola Product Economy Pack of 5 - ZFBA with excellent quality and taste.,Dairy,Coca Cola,Gram,Pune Organic Supplies,33,47,52,51,20,100,,5,Yes
Kelloggs Product Natural Pack of 5 - GRH3,DAI-KELLO-014812717,8906003324177,Quality Kelloggs Product Natural Pack of 5 - GRH3 from Kelloggs. Trusted by Indian families.,Dairy,Kelloggs,Box,Bangalore Fresh Produce,32,46,51,97,20,100,,5,Yes
Amul Product Family Pack - KVUH,DAI-AMUL-014846124,8901936246009,Quality Amul Product Family Pack - KVUH from Amul. Trusted by Indian families.,Dairy,Amul,Millilitre,Hyderabad Dairy Co-op,46,65,72,39,20,100,,5,Yes
Mother Dairy Product Premium Pack of 2 - KAZS,DAI-MOTHER-014883184,8906546413586,Fresh Mother Dairy Product Premium Pack of 2 - KAZS at best prices. Perfect for daily use.,Dairy,Mother Dairy,Pack,Kolkata Trading Company,41,58,64,82,20,100,,5,Yes
Maggi Product Classic Family Pack - QYPC,DAI-MAGGI-014922319,8905607724900,Quality Maggi Product Classic Family Pack - QYPC from Maggi. Trusted by Indian families.,Dairy,Maggi,Litre,Ahmedabad Snack Mills,32,46,51,16,20,100,,5,Yes
Britannia Product Economy 500g - ZQX3,DAI-BRIT-014966471,8901249589030,Quality Britannia Product Economy 500g - ZQX3 from Britannia. Trusted by Indian families.,Dairy,Britannia,Kilogram,Delhi Wholesale Market,40,57,63,79,20,100,,5,Yes
ITC Product Super 1L - GSRO,DAI-ITC-015010407,8908769327301,Premium ITC Product Super 1L - GSRO with excellent quality and taste.,Dairy,ITC,Box,Ahmedabad Snack Mills,39,56,62,30,20,100,,5,Yes
Haldiram Product Economy Pack of 2 - V1OI,DAI-HALDI-015058108,8903987455676,Fresh Haldiram Product Economy Pack of 2 - V1OI at best prices. Perfect for daily use.,Dairy,Haldiram,Dozen,Kolkata Trading Company,31,45,50,60,20,100,,5,Yes
Nirma Product Classic 500ml - 7DE6,DAI-NIRMA-015092930,8905173212017,Premium Nirma Product Classic 500ml - 7DE6 with excellent quality and taste.,Dairy,Nirma,Litre,Bangalore Fresh Produce,31,45,50,43,20,100,,5,Yes
Fortune Product Fresh 1L - RCKJ,DAI-FORT-015130605,8902257464820,Quality Fortune Product Fresh 1L - RCKJ from Fortune. Trusted by Indian families.,Dairy,Fortune,Millilitre,Hyderabad Dairy Co-op,37,53,58,81,20,100,,5,Yes
Godrej Product Economy 1kg - EYGZ,DAI-GODREJ-015172882,8908252325938,Fresh Godrej Product Economy 1kg - EYGZ at best prices. Perfect for daily use.,Dairy,Godrej,Gram,Pune Organic Supplies,33,47,52,37,20,100,,5,Yes
Bikano Product Fresh 1kg - AIOJ,DAI-BIKANO-015211754,8909976836179,Premium Bikano Product Fresh 1kg - AIOJ with excellent quality and taste.,Dairy,Bikano,Pack,Delhi Wholesale Market,41,59,65,22,20,100,,5,Yes
Kelloggs Product Organic Family Pack - 20UH,DAI-KELLO-015246914,8901936570693,Premium Kelloggs Product Organic Family Pack - 20UH with excellent quality and taste.,Dairy,Kelloggs,Millilitre,Hyderabad Dairy Co-op,30,43,47,89,20,100,,5,Yes
Marico Product Super 500ml - CUPF,DAI-MARICO-015282133,8901331899445,Fresh Marico Product Super 500ml - CUPF at best prices. Perfect for daily use.,Dairy,Marico,Box,Delhi Wholesale Market,42,60,66,50,20,100,,5,Yes
Emami Product Super Family Pack - ZIRZ,DAI-EMAMI-015318445,8909441286653,Premium Emami Product Super Family Pack - ZIRZ with excellent quality and taste.,Dairy,Emami,Gram,Mumbai FMCG Distributors,31,45,50,59,20,100,,5,Yes
Vadilal Product Classic 250g - QH7D,DAI-VADIL-015353222,8908101279908,Fresh Vadilal Product Classic 250g - QH7D at best prices. Perfect for daily use.,Dairy,Vadilal,Litre,Mumbai FMCG Distributors,39,56,62,46,20,100,,5,Yes
Haldiram Product Natural Pack of 2 - NBMK,DAI-HALDI-015391509,8904917090442,Premium Haldiram Product Natural Pack of 2 - NBMK with excellent quality and taste.,Dairy,Haldiram,Pieces,Kolkata Trading Company,28,40,44,28,20,100,,5,Yes
India Gate Product Deluxe Pack of 5 - 50QH,DAI-INDGATE-015431868,8907923513485,Premium India Gate Product Deluxe Pack of 5 - 50QH with excellent quality and taste.,Dairy,India Gate,Kilogram,Bangalore Fresh Produce,48,69,76,81,20,100,,5,Yes
Bikano Product Deluxe 1kg - HGNV,DAI-BIKANO-015465976,8907489131332,Quality Bikano Product Deluxe 1kg - HGNV from Bikano. Trusted by Indian families.,Dairy,Bikano,Pieces,Bangalore Fresh Produce,42,60,66,29,20,100,,5,Yes
Maggi Product Fresh 500ml - L24E,DAI-MAGGI-015503144,8905698370470,Premium Maggi Product Fresh 500ml - L24E with excellent quality and taste.,Dairy,Maggi,Pieces,Kolkata Trading Company,39,55,61,52,20,100,,5,Yes
